Customer ID,Customer_Segment,Churn_Probability,Target_Churned
CV-12805,Champions,0.06,0
CW-11905,Champions,0.06666666666666667,0
CY-12745,Mid-Market Mid-Tier,0.16,0
Co-12640,Slipping / Defecting,0.7333333333333333,1
DA-13450,Slipping / Defecting,0.8466666666666667,1
DB-12910,Champions,0.35333333333333333,0
DB-12970,Slipping / Defecting,0.8466666666666667,1
DB-13060,Champions,0.3466666666666667,0
DB-13120,Mid-Market Mid-Tier,0.09333333333333334,0
DB-13210,Champions,0.02,0
DB-13270,Mid-Market Mid-Tier,0.2,0
DB-13360,Slipping / Defecting,0.8533333333333334,1
DB-13405,Slipping / Defecting,0.4266666666666667,1
DB-13555,Mid-Market Mid-Tier,0.7,1
DB-13615,Champions,0.08,0
DB-13660,Champions,0.21333333333333335,0
DC-12850,Champions,0.10666666666666667,0
DC-13285,Mid-Market Mid-Tier,0.13333333333333333,0
DD-13570,Mid-Market Mid-Tier,0.16666666666666666,0
DE-13255,Slipping / Defecting,0.78,1
DF-13135,Slipping / Defecting,0.8866666666666667,1
DG-13300,Mid-Market Mid-Tier,0.04666666666666667,0
DH-13075,Slipping / Defecting,0.37333333333333335,1
DH-13675,Slipping / Defecting,0.82,1
DJ-13420,Slipping / Defecting,0.9066666666666666,1
DJ-13510,Mid-Market Mid-Tier,0.13333333333333333,0
DJ-13630,Mid-Market Mid-Tier,0.12,0
DK-12835,Champions,0.04,0
DK-12895,Mid-Market Mid-Tier,0.10666666666666667,0
DK-12985,Mid-Market Mid-Tier,0.35333333333333333,0
DK-13090,Mid-Market Mid-Tier,0.26666666666666666,0
DK-13150,Mid-Market Mid-Tier,0.19333333333333333,0
DK-13225,Champions,0.05333333333333334,0
DK-13375,Champions,0.17333333333333334,0
DL-12865,Mid-Market Mid-Tier,0.4266666666666667,1
DL-12925,Mid-Market Mid-Tier,0.21333333333333335,0
DL-13315,Champions,0.08666666666666667,0
DL-13330,Mid-Market Mid-Tier,0.19333333333333333,0
DL-13495,Mid-Market Mid-Tier,0.32,0
DM-12955,Mid-Market Mid-Tier,0.41333333333333333,1
DM-13015,Mid-Market Mid-Tier,0.14666666666666667,0
DM-13345,Champions,0.7466666666666667,0
DM-13525,Slipping / Defecting,0.6133333333333333,1
DN-13690,Slipping / Defecting,0.3,1
DO-13435,Mid-Market Mid-Tier,0.8066666666666666,1
DO-13645,Champions,0.06,0
DP-13000,Mid-Market Mid-Tier,0.8133333333333334,1
DP-13105,Champions,0.1,0
DP-13165,Slipping / Defecting,0.78,1
DP-13390,Slipping / Defecting,0.4,1
DR-12880,Champions,0.18,0
DR-12940,Mid-Market Mid-Tier,0.5866666666666667,0
DS-13030,Mid-Market Mid-Tier,0.5666666666666667,1
DS-13180,Champions,0.36,0
DV-13045,Mid-Market Mid-Tier,0.22666666666666666,0
DV-13465,Champions,0.17333333333333334,0
DW-13195,Mid-Market Mid-Tier,0.8533333333333334,0
DW-13480,Slipping / Defecting,0.8466666666666667,1
DW-13540,Mid-Market Mid-Tier,0.9066666666666666,1
DW-13585,Slipping / Defecting,0.6733333333333333,1
Dl-13600,Mid-Market Mid-Tier,0.56,1
Dp-13240,Mid-Market Mid-Tier,0.10666666666666667,0
EA-14035,Slipping / Defecting,0.6666666666666666,1
EB-13705,Mid-Market Mid-Tier,0.10666666666666667,0
EB-13750,Champions,0.06,0
EB-13840,Mid-Market Mid-Tier,0.09333333333333334,0
EB-13870,Mid-Market Mid-Tier,0.7,1
EB-13930,Slipping / Defecting,0.9333333333333333,1
EB-13975,Mid-Market Mid-Tier,0.15333333333333332,0
EB-14110,Mid-Market Mid-Tier,0.82,1
EB-14170,Mid-Market Mid-Tier,0.16666666666666666,0
EC-14050,Mid-Market Mid-Tier,0.14,0
ED-13885,Mid-Market Mid-Tier,0.74,1
EG-13900,Mid-Market Mid-Tier,0.24,0
EH-13765,Mid-Market Mid-Tier,0.8133333333333334,1
EH-13945,Slipping / Defecting,0.76,1
EH-13990,Slipping / Defecting,0.8,1
EH-14005,Champions,0.24,0
EH-14125,Slipping / Defecting,0.11333333333333333,1
EH-14185,Mid-Market Mid-Tier,0.48,1
EJ-13720,Slipping / Defecting,0.78,1
EJ-14155,Mid-Market Mid-Tier,0.3466666666666667,0
EK-13795,Mid-Market Mid-Tier,0.5066666666666667,0
EL-13735,Mid-Market Mid-Tier,0.30666666666666664,0
EM-13810,Mid-Market Mid-Tier,0.9066666666666666,1
EM-13825,Mid-Market Mid-Tier,0.21333333333333335,0
EM-13960,Slipping / Defecting,0.9133333333333333,1
EM-14065,Mid-Market Mid-Tier,0.18666666666666668,0
EM-14095,Mid-Market Mid-Tier,0.7333333333333333,1
EM-14140,Mid-Market Mid-Tier,0.11333333333333333,0
EM-14200,Slipping / Defecting,0.9333333333333333,1
EN-13780,Slipping / Defecting,0.86,1
EP-13915,Champions,0.06666666666666667,0
ER-13855,Slipping / Defecting,0.84,1
ES-14020,Mid-Market Mid-Tier,0.24666666666666667,0
ES-14080,Champions,0.12,0
FA-14230,Mid-Market Mid-Tier,0.72,1
FC-14245,Mid-Market Mid-Tier,0.10666666666666667,0
FC-14335,Slipping / Defecting,0.7466666666666667,1
FG-14260,Champions,0.13333333333333333,0
FH-14275,Champions,0.08666666666666667,0
FH-14350,Slipping / Defecting,0.9,1
FH-14365,Champions,0.3466666666666667,0
FM-14215,Champions,0.54,0
FM-14290,Champions,0.1,0
FM-14380,Mid-Market Mid-Tier,0.72,1
FO-14305,Mid-Market Mid-Tier,0.2,0
FP-14320,Champions,0.02666666666666667,0
FW-14395,Slipping / Defecting,0.7333333333333333,1
GA-14515,Mid-Market Mid-Tier,0.68,1
GA-14725,Champions,0.013333333333333334,0
GB-14530,Mid-Market Mid-Tier,0.14666666666666667,0
GB-14575,Mid-Market Mid-Tier,0.13333333333333333,0
GD-14590,Mid-Market Mid-Tier,0.14,0
GG-14650,Mid-Market Mid-Tier,0.19333333333333333,0
GH-14410,Mid-Market Mid-Tier,0.06666666666666667,0
GH-14425,Mid-Market Mid-Tier,0.16666666666666666,0
GH-14485,Slipping / Defecting,0.92,1
GH-14665,Mid-Market Mid-Tier,0.24,0
GK-14620,Mid-Market Mid-Tier,0.7333333333333333,1
GM-14440,Mid-Market Mid-Tier,0.08666666666666667,0
GM-14455,Champions,0.5066666666666667,0
GM-14500,Mid-Market Mid-Tier,0.7,1
GM-14680,Slipping / Defecting,0.8533333333333334,1
GM-14695,Mid-Market Mid-Tier,0.7666666666666667,1
GP-14740,Slipping / Defecting,0.8,1
GR-14560,Slipping / Defecting,0.9,1
GT-14635,Mid-Market Mid-Tier,0.16,0
GT-14710,Champions,0.3,0
GT-14755,Mid-Market Mid-Tier,0.16666666666666666,0
GW-14605,Champions,0.10666666666666667,0
GZ-14470,Champions,0.14,0
GZ-14545,Slipping / Defecting,0.9266666666666666,1
HA-14905,Mid-Market Mid-Tier,0.11333333333333333,0
HA-14920,Champions,0.04,0
HD-14785,Slipping / Defecting,0.86,1
HE-14800,Mid-Market Mid-Tier,0.18666666666666668,0
HF-14995,Champions,0.04666666666666667,0
HG-14845,Mid-Market Mid-Tier,0.2866666666666667,0
HG-14965,Champions,0.12,0
HG-15025,Champions,0.25333333333333335,0
HH-15010,Mid-Market Mid-Tier,0.5266666666666666,0
HJ-14875,Mid-Market Mid-Tier,0.8466666666666667,1
HK-14890,Slipping / Defecting,0.8266666666666667,1
HL-15040,Mid-Market Mid-Tier,0.7133333333333334,0
HM-14860,Champions,0.30666666666666664,0
HM-14980,Slipping / Defecting,0.8933333333333333,1
HP-14815,Champions,0.17333333333333334,0
HR-14770,Mid-Market Mid-Tier,0.36,0
HR-14830,Slipping / Defecting,0.6666666666666666,1
HW-14935,Mid-Market Mid-Tier,0.8066666666666666,1
HZ-14950,Mid-Market Mid-Tier,0.30666666666666664,0
IG-15085,Mid-Market Mid-Tier,0.11333333333333333,0
IL-15100,Mid-Market Mid-Tier,0.68,1
IM-15055,Slipping / Defecting,0.8,1
IM-15070,Slipping / Defecting,0.66,1
JA-15970,Mid-Market Mid-Tier,0.66,1
JB-15400,Champions,0.22,0
JB-15925,Slipping / Defecting,0.8666666666666667,1
JB-16000,Mid-Market Mid-Tier,0.12666666666666668,0
JB-16045,Mid-Market Mid-Tier,0.26666666666666666,0
JC-15340,Mid-Market Mid-Tier,0.7533333333333333,1
JC-15385,Slipping / Defecting,0.8666666666666667,1
JC-15775,Slipping / Defecting,0.7266666666666667,1
JC-16105,Mid-Market Mid-Tier,0.26,0
JD-15790,Mid-Market Mid-Tier,0.6133333333333333,1
JD-15895,Slipping / Defecting,0.52,1
JD-16015,Mid-Market Mid-Tier,0.7666666666666667,1
JD-16060,Slipping / Defecting,0.44,1
JD-16150,Mid-Market Mid-Tier,0.2,0
JE-15475,Slipping / Defecting,0.9333333333333333,1
JE-15610,Mid-Market Mid-Tier,0.14,0
JE-15715,Mid-Market Mid-Tier,0.25333333333333335,0
JE-15745,Mid-Market Mid-Tier,0.12,0
JE-16165,Mid-Market Mid-Tier,0.30666666666666664,0
JF-15190,Mid-Market Mid-Tier,0.1,0
JF-15295,Slipping / Defecting,0.86,1
JF-15355,Mid-Market Mid-Tier,0.7933333333333333,1
JF-15415,Champions,0.10666666666666667,0
JF-15490,Mid-Market Mid-Tier,0.7466666666666667,1
JF-15565,Mid-Market Mid-Tier,0.34,0
JG-15115,Slipping / Defecting,0.88,1
JG-15160,Champions,0.14666666666666667,0
JG-15310,Champions,0.6666666666666666,0
JG-15805,Slipping / Defecting,0.5733333333333334,1
JH-15430,Mid-Market Mid-Tier,0.28,0
JH-15820,Slipping / Defecting,0.9133333333333333,1
JH-15910,Mid-Market Mid-Tier,0.19333333333333333,0
JH-15985,Champions,0.12,0
JH-16180,Slipping / Defecting,0.8333333333333334,1
JJ-15445,Slipping / Defecting,0.62,1
JJ-15760,Slipping / Defecting,0.4866666666666667,1
JK-15205,Mid-Market Mid-Tier,0.14,0
JK-15325,Slipping / Defecting,0.94,1
JK-15370,Mid-Market Mid-Tier,0.3,0
JK-15625,Mid-Market Mid-Tier,0.11333333333333333,0
JK-15640,Slipping / Defecting,0.84,1
JK-15730,Mid-Market Mid-Tier,0.32666666666666666,0
JK-16090,Mid-Market Mid-Tier,0.09333333333333334,0
JK-16120,Mid-Market Mid-Tier,0.7133333333333334,1
JL-15130,Champions,0.8066666666666666,0
JL-15175,Mid-Market Mid-Tier,0.4866666666666667,0
JL-15235,Mid-Market Mid-Tier,0.6933333333333334,1
JL-15505,Mid-Market Mid-Tier,0.18,0
JL-15835,Champions,0.22,0
JL-15850,Slipping / Defecting,0.8266666666666667,1
JM-15250,Champions,0.16,0
JM-15265,Mid-Market Mid-Tier,0.22666666666666666,0
JM-15535,Mid-Market Mid-Tier,0.6866666666666666,1
JM-15580,Mid-Market Mid-Tier,0.26,0
JM-15655,Mid-Market Mid-Tier,0.24,0
JM-15865,Mid-Market Mid-Tier,0.6933333333333334,1
JM-16195,Mid-Market Mid-Tier,0.22666666666666666,0
JO-15145,Mid-Market Mid-Tier,0.15333333333333332,0
JO-15280,Mid-Market Mid-Tier,0.7533333333333333,1
JO-15550,Slipping / Defecting,0.8733333333333333,1
JP-15460,Champions,0.04666666666666667,0
JP-15520,Champions,0.15333333333333332,0
JP-16135,Mid-Market Mid-Tier,0.82,1
JR-15670,Slipping / Defecting,0.92,1
JR-15700,Mid-Market Mid-Tier,0.2733333333333333,0
JR-16210,Mid-Market Mid-Tier,0.22,0
JS-15595,Mid-Market Mid-Tier,0.9066666666666666,1
JS-15685,Mid-Market Mid-Tier,0.25333333333333335,0
JS-15880,Slipping / Defecting,0.28,1
JS-15940,Slipping / Defecting,0.62,1
JS-16030,Champions,0.11333333333333333,0
JW-15220,Mid-Market Mid-Tier,0.22,0
JW-15955,Champions,0.09333333333333334,0
JW-16075,Slipping / Defecting,0.4533333333333333,1
KA-16525,Champions,0.17333333333333334,0
KB-16240,Champions,0.47333333333333333,0
KB-16315,Slipping / Defecting,0.16,1
KB-16405,Mid-Market Mid-Tier,0.8,1
KB-16585,Slipping / Defecting,0.6333333333333333,1
KB-16600,Champions,0.46,0
KC-16255,Slipping / Defecting,0.6,1
KC-16540,Mid-Market Mid-Tier,0.8133333333333334,1
KC-16675,Mid-Market Mid-Tier,0.1,0
KD-16270,Slipping / Defecting,0.31333333333333335,1
KD-16345,Mid-Market Mid-Tier,0.16666666666666666,0
KD-16495,Mid-Market Mid-Tier,0.7933333333333333,1
KD-16615,Slipping / Defecting,0.8266666666666667,1
KE-16420,Champions,0.05333333333333334,0
KF-16285,Mid-Market Mid-Tier,0.78,1
KH-16330,Mid-Market Mid-Tier,0.05333333333333334,0
KH-16360,Champions,0.42,0
KH-16510,Champions,0.14,0
KH-16630,Mid-Market Mid-Tier,0.5533333333333333,0
KH-16690,Champions,0.04666666666666667,0
KL-16555,Champions,0.08,0
KL-16645,Mid-Market Mid-Tier,0.22,0
KM-16225,Champions,0.14,0
KM-16375,Mid-Market Mid-Tier,0.16666666666666666,0
KM-16660,Mid-Market Mid-Tier,0.26,0
KM-16720,Champions,0.12666666666666668,0
KN-16390,Champions,0.28,0
KN-16450,Mid-Market Mid-Tier,0.8333333333333334,0
KN-16705,Mid-Market Mid-Tier,0.7333333333333333,1
KS-16300,Slipping / Defecting,0.38666666666666666,1
KT-16465,Slipping / Defecting,0.7466666666666667,1
KT-16480,Mid-Market Mid-Tier,0.52,1
KW-16435,Mid-Market Mid-Tier,0.8466666666666667,1
KW-16570,Slipping / Defecting,0.7866666666666666,1
LA-16780,Slipping / Defecting,0.7666666666666667,1
LB-16735,Mid-Market Mid-Tier,0.17333333333333334,0
LB-16795,Slipping / Defecting,0.06666666666666667,1
LC-16870,Champions,0.06,0
LC-16885,Champions,0.17333333333333334,0
LC-16930,Mid-Market Mid-Tier,0.05333333333333334,0
LC-16960,Slipping / Defecting,0.74,1
LC-17050,Mid-Market Mid-Tier,0.6466666666666666,0
LC-17140,Champions,0.09333333333333334,0
LD-16855,Slipping / Defecting,0.86,1
LD-17005,Slipping / Defecting,0.8466666666666667,1
LE-16810,Champions,0.5133333333333333,0
LF-17185,Champions,0.2,0
LH-16750,Slipping / Defecting,0.8466666666666667,1
LH-16900,Champions,0.04666666666666667,0
LH-17020,Slipping / Defecting,0.84,1
LH-17155,Slipping / Defecting,0.7533333333333333,1
LL-16840,Slipping / Defecting,0.88,1
LM-17065,Slipping / Defecting,0.5066666666666667,1
LO-17170,Mid-Market Mid-Tier,0.16666666666666666,0
LP-17080,Mid-Market Mid-Tier,0.38,0
LP-17095,Champions,0.2,0
LR-16915,Champions,0.12,0
LR-17035,Mid-Market Mid-Tier,0.86,1
LS-16945,Slipping / Defecting,0.8333333333333334,1
LS-16975,Champions,0.16,0
LS-17200,Mid-Market Mid-Tier,0.8866666666666667,1
LS-17230,Slipping / Defecting,0.9666666666666667,1
LS-17245,Champions,0.14,0
LT-16765,Mid-Market Mid-Tier,0.28,0
LT-17110,Champions,0.2733333333333333,0
LW-16825,Mid-Market Mid-Tier,0.6,0
LW-16990,Champions,0.12,0
LW-17125,Slipping / Defecting,0.9466666666666667,1
LW-17215,Champions,0.18666666666666668,0
MA-17560,Mid-Market Mid-Tier,0.5866666666666667,0
MA-17995,Slipping / Defecting,0.7866666666666666,1
MB-17305,Mid-Market Mid-Tier,0.02666666666666667,0
MB-18085,Mid-Market Mid-Tier,0.16666666666666666,0
MC-17275,Mid-Market Mid-Tier,0.22,0
MC-17425,Slipping / Defecting,0.8466666666666667,1
MC-17575,Champions,0.22,0
MC-17590,Mid-Market Mid-Tier,0.3466666666666667,0
MC-17605,Mid-Market Mid-Tier,0.7933333333333333,1
MC-17635,Slipping / Defecting,0.8533333333333334,1
MC-17845,Champions,0.36,0
MC-18100,Mid-Market Mid-Tier,0.06,0
MC-18130,Slipping / Defecting,0.76,1
MD-17350,Mid-Market Mid-Tier,0.13333333333333333,1
MD-17860,Mid-Market Mid-Tier,0.26,0
ME-17320,Mid-Market Mid-Tier,0.16666666666666666,0
ME-17725,Champions,0.13333333333333333,0
ME-18010,Mid-Market Mid-Tier,0.8866666666666667,1
MF-17665,Slipping / Defecting,0.62,1
MF-18250,Mid-Market Mid-Tier,0.13333333333333333,0
MG-17650,Champions,0.03333333333333333,0
MG-17680,Mid-Market Mid-Tier,0.6733333333333333,1
MG-17695,Slipping / Defecting,0.9066666666666666,1
MG-17875,Mid-Market Mid-Tier,0.5933333333333334,1
MG-17890,Mid-Market Mid-Tier,0.7466666666666667,1
MG-18145,Mid-Market Mid-Tier,0.14,0
MG-18205,Slipping / Defecting,0.7066666666666667,1
MH-17290,Mid-Market Mid-Tier,0.36666666666666664,1
MH-17440,Slipping / Defecting,0.7733333333333333,1
MH-17455,Mid-Market Mid-Tier,0.1,0
MH-17620,Slipping / Defecting,0.8733333333333333,1
MH-17785,Mid-Market Mid-Tier,0.76,1
MH-18025,Mid-Market Mid-Tier,0.37333333333333335,0
MH-18115,Champions,0.05333333333333334,0
MJ-17740,Champions,0.13333333333333333,0
MK-17905,Champions,0.06,0
MK-18160,Slipping / Defecting,0.4666666666666667,1
ML-17395,Mid-Market Mid-Tier,0.02666666666666667,0
ML-17410,Mid-Market Mid-Tier,0.46,0
ML-17755,Champions,0.06666666666666667,0
ML-18040,Mid-Market Mid-Tier,0.38666666666666666,0
ML-18265,Mid-Market Mid-Tier,0.7933333333333333,1
MM-17260,Slipping / Defecting,0.8,1
MM-17920,Champions,0.02666666666666667,0
MM-18055,Mid-Market Mid-Tier,0.03333333333333333,0
MM-18280,Mid-Market Mid-Tier,0.31333333333333335,0
MN-17935,Champions,0.23333333333333334,0
MO-17500,Mid-Market Mid-Tier,0.84,0
MO-17800,Mid-Market Mid-Tier,0.7466666666666667,1
MO-17950,Slipping / Defecting,0.8533333333333334,1
MP-17470,Slipping / Defecting,0.6733333333333333,1
MP-17965,Mid-Market Mid-Tier,0.13333333333333333,0
MP-18175,Champions,0.09333333333333334,0
MR-17545,Mid-Market Mid-Tier,0.7733333333333333,1
MS-17365,Slipping / Defecting,0.78,1
MS-17530,Slipping / Defecting,0.88,1
