Customer ID,Order Month,Purchase_Count,Purchased_This_Month,First_Purchase_Month,Purchased_Prev_Month,Status_New,Status_Active,Status_Churned
AA-10375,2019-02,2.0,True,2018-04,False,False,True,False
AA-10375,2019-03,,False,2018-04,True,False,False,True
AA-10375,2019-04,,False,2018-04,False,False,False,False
AA-10375,2019-05,1.0,True,2018-04,False,False,True,False
AA-10375,2019-06,,False,2018-04,True,False,False,True
AA-10375,2019-07,,False,2018-04,False,False,False,False
AA-10375,2019-08,,False,2018-04,False,False,False,False
AA-10375,2019-09,,False,2018-04,False,False,False,False
AA-10375,2019-10,,False,2018-04,False,False,False,False
AA-10375,2019-11,1.0,True,2018-04,False,False,True,False
AA-10375,2019-12,,False,2018-04,True,False,False,True
AA-10375,2020-01,,False,2018-04,False,False,False,False
AA-10375,2020-02,,False,2018-04,False,False,False,False
AA-10375,2020-03,,False,2018-04,False,False,False,False
AA-10375,2020-04,,False,2018-04,False,False,False,False
AA-10375,2020-05,,False,2018-04,False,False,False,False
AA-10375,2020-06,,False,2018-04,False,False,False,False
AA-10375,2020-07,1.0,True,2018-04,False,False,True,False
AA-10375,2020-08,,False,2018-04,True,False,False,True
AA-10375,2020-09,,False,2018-04,False,False,False,False
AA-10375,2020-10,,False,2018-04,False,False,False,False
AA-10375,2020-11,3.0,True,2018-04,False,False,True,False
AA-10375,2020-12,,False,2018-04,True,False,False,True
AA-10375,2021-01,,False,2018-04,False,False,False,False
AA-10375,2021-02,,False,2018-04,False,False,False,False
AA-10375,2021-03,,False,2018-04,False,False,False,False
AA-10375,2021-04,,False,2018-04,False,False,False,False
AA-10375,2021-05,,False,2018-04,False,False,False,False
AA-10375,2021-06,,False,2018-04,False,False,False,False
AA-10375,2021-07,,False,2018-04,False,False,False,False
AA-10375,2021-08,,False,2018-04,False,False,False,False
AA-10375,2021-09,2.0,True,2018-04,False,False,True,False
AA-10375,2021-10,,False,2018-04,True,False,False,True
AA-10375,2021-11,,False,2018-04,False,False,False,False
AA-10375,2021-12,3.0,True,2018-04,False,False,True,False
AA-10480,2018-05,1.0,True,2018-05,False,True,True,False
AA-10480,2018-06,,False,2018-05,True,False,False,True
AA-10480,2018-07,,False,2018-05,False,False,False,False
AA-10480,2018-08,,False,2018-05,False,False,False,False
AA-10480,2018-09,,False,2018-05,False,False,False,False
AA-10480,2018-10,,False,2018-05,False,False,False,False
AA-10480,2018-11,,False,2018-05,False,False,False,False
AA-10480,2018-12,,False,2018-05,False,False,False,False
AA-10480,2019-01,,False,2018-05,False,False,False,False
AA-10480,2019-02,,False,2018-05,False,False,False,False
AA-10480,2019-03,,False,2018-05,False,False,False,False
AA-10480,2019-04,,False,2018-05,False,False,False,False
AA-10480,2019-05,,False,2018-05,False,False,False,False
AA-10480,2019-06,,False,2018-05,False,False,False,False
AA-10480,2019-07,,False,2018-05,False,False,False,False
AA-10480,2019-08,,False,2018-05,False,False,False,False
AA-10480,2019-09,,False,2018-05,False,False,False,False
AA-10480,2019-10,,False,2018-05,False,False,False,False
AA-10480,2019-11,,False,2018-05,False,False,False,False
AA-10480,2019-12,,False,2018-05,False,False,False,False
AA-10480,2020-01,,False,2018-05,False,False,False,False
AA-10480,2020-02,,False,2018-05,False,False,False,False
AA-10480,2020-03,,False,2018-05,False,False,False,False
AA-10480,2020-04,,False,2018-05,False,False,False,False
AA-10480,2020-05,,False,2018-05,False,False,False,False
AA-10480,2020-06,,False,2018-05,False,False,False,False
AA-10480,2020-07,5.0,True,2018-05,False,False,True,False
AA-10480,2020-08,5.0,True,2018-05,True,False,True,False
AA-10480,2020-09,,False,2018-05,True,False,False,True
AA-10480,2020-10,,False,2018-05,False,False,False,False
AA-10480,2020-11,,False,2018-05,False,False,False,False
AA-10480,2020-12,,False,2018-05,False,False,False,False
AA-10480,2021-01,,False,2018-05,False,False,False,False
AA-10480,2021-02,,False,2018-05,False,False,False,False
AA-10480,2021-03,,False,2018-05,False,False,False,False
AA-10480,2021-04,1.0,True,2018-05,False,False,True,False
AA-10480,2021-05,,False,2018-05,True,False,False,True
AA-10480,2021-06,,False,2018-05,False,False,False,False
AA-10480,2021-07,,False,2018-05,False,False,False,False
AA-10480,2021-08,,False,2018-05,False,False,False,False
AA-10480,2021-09,,False,2018-05,False,False,False,False
AA-10480,2021-10,,False,2018-05,False,False,False,False
AA-10480,2021-11,,False,2018-05,False,False,False,False
AA-10480,2021-12,,False,2018-05,False,False,False,False
AA-10645,2018-06,3.0,True,2018-06,False,True,True,False
AA-10645,2018-07,,False,2018-06,True,False,False,True
AA-10645,2018-08,,False,2018-06,False,False,False,False
AA-10645,2018-09,,False,2018-06,False,False,False,False
AA-10645,2018-10,,False,2018-06,False,False,False,False
AA-10645,2018-11,,False,2018-06,False,False,False,False
AA-10645,2018-12,3.0,True,2018-06,False,False,True,False
AA-10645,2019-01,,False,2018-06,True,False,False,True
AA-10645,2019-02,,False,2018-06,False,False,False,False
AA-10645,2019-03,,False,2018-06,False,False,False,False
AA-10645,2019-04,,False,2018-06,False,False,False,False
AA-10645,2019-05,,False,2018-06,False,False,False,False
AA-10645,2019-06,,False,2018-06,False,False,False,False
AA-10645,2019-07,,False,2018-06,False,False,False,False
AA-10645,2019-08,,False,2018-06,False,False,False,False
AA-10645,2019-09,,False,2018-06,False,False,False,False
AA-10645,2019-10,,False,2018-06,False,False,False,False
AA-10645,2019-11,3.0,True,2018-06,False,False,True,False
AA-10645,2019-12,,False,2018-06,True,False,False,True
AA-10645,2020-01,,False,2018-06,False,False,False,False
AA-10645,2020-02,,False,2018-06,False,False,False,False
AA-10645,2020-03,,False,2018-06,False,False,False,False
AA-10645,2020-04,,False,2018-06,False,False,False,False
AA-10645,2020-05,,False,2018-06,False,False,False,False
AA-10645,2020-06,,False,2018-06,False,False,False,False
AA-10645,2020-07,4.0,True,2018-06,False,False,True,False
AA-10645,2020-08,,False,2018-06,True,False,False,True
AA-10645,2020-09,4.0,True,2018-06,False,False,True,False
AA-10645,2020-10,,False,2018-06,True,False,False,True
AA-10645,2020-11,,False,2018-06,False,False,False,False
AA-10645,2020-12,,False,2018-06,False,False,False,False
AA-10645,2021-01,,False,2018-06,False,False,False,False
AA-10645,2021-02,,False,2018-06,False,False,False,False
AA-10645,2021-03,,False,2018-06,False,False,False,False
AA-10645,2021-04,,False,2018-06,False,False,False,False
AA-10645,2021-05,,False,2018-06,False,False,False,False
AA-10645,2021-06,,False,2018-06,False,False,False,False
AA-10645,2021-07,,False,2018-06,False,False,False,False
AA-10645,2021-08,,False,2018-06,False,False,False,False
AA-10645,2021-09,,False,2018-06,False,False,False,False
AA-10645,2021-10,,False,2018-06,False,False,False,False
AA-10645,2021-11,1.0,True,2018-06,False,False,True,False
AA-10645,2021-12,,False,2018-06,True,False,False,True
AB-10015,2018-02,1.0,True,2018-02,False,True,True,False
AB-10015,2018-03,3.0,True,2018-02,True,False,True,False
AB-10015,2018-04,,False,2018-02,True,False,False,True
AB-10015,2018-05,,False,2018-02,False,False,False,False
AB-10015,2018-06,,False,2018-02,False,False,False,False
AB-10015,2018-07,,False,2018-02,False,False,False,False
AB-10015,2018-08,,False,2018-02,False,False,False,False
AB-10015,2018-09,,False,2018-02,False,False,False,False
AB-10015,2018-10,,False,2018-02,False,False,False,False
AB-10015,2018-11,,False,2018-02,False,False,False,False
AB-10015,2018-12,,False,2018-02,False,False,False,False
AB-10015,2019-01,,False,2018-02,False,False,False,False
AB-10015,2019-02,,False,2018-02,False,False,False,False
AB-10015,2019-03,,False,2018-02,False,False,False,False
AB-10015,2019-04,,False,2018-02,False,False,False,False
AB-10015,2019-05,,False,2018-02,False,False,False,False
AB-10015,2019-06,,False,2018-02,False,False,False,False
AB-10015,2019-07,,False,2018-02,False,False,False,False
AB-10015,2019-08,,False,2018-02,False,False,False,False
AB-10015,2019-09,,False,2018-02,False,False,False,False
AB-10015,2019-10,,False,2018-02,False,False,False,False
AB-10015,2019-11,,False,2018-02,False,False,False,False
AB-10015,2019-12,,False,2018-02,False,False,False,False
AB-10015,2020-01,,False,2018-02,False,False,False,False
AB-10015,2020-02,,False,2018-02,False,False,False,False
AB-10015,2020-03,,False,2018-02,False,False,False,False
AB-10015,2020-04,,False,2018-02,False,False,False,False
AB-10015,2020-05,,False,2018-02,False,False,False,False
AB-10015,2020-06,,False,2018-02,False,False,False,False
AB-10015,2020-07,,False,2018-02,False,False,False,False
AB-10015,2020-08,,False,2018-02,False,False,False,False
AB-10015,2020-09,,False,2018-02,False,False,False,False
AB-10015,2020-10,,False,2018-02,False,False,False,False
AB-10015,2020-11,2.0,True,2018-02,False,False,True,False
AB-10015,2020-12,,False,2018-02,True,False,False,True
AB-10015,2021-01,,False,2018-02,False,False,False,False
AB-10015,2021-02,,False,2018-02,False,False,False,False
AB-10015,2021-03,,False,2018-02,False,False,False,False
AB-10015,2021-04,,False,2018-02,False,False,False,False
AB-10015,2021-05,,False,2018-02,False,False,False,False
AB-10015,2021-06,,False,2018-02,False,False,False,False
AB-10015,2021-07,,False,2018-02,False,False,False,False
AB-10015,2021-08,,False,2018-02,False,False,False,False
AB-10015,2021-09,,False,2018-02,False,False,False,False
AB-10015,2021-10,,False,2018-02,False,False,False,False
AB-10015,2021-11,,False,2018-02,False,False,False,False
AB-10015,2021-12,,False,2018-02,False,False,False,False
AB-10060,2019-09,1.0,True,2019-09,False,True,True,False
AB-10060,2019-10,,False,2019-09,True,False,False,True
AB-10060,2019-11,,False,2019-09,False,False,False,False
AB-10060,2019-12,,False,2019-09,False,False,False,False
AB-10060,2020-01,,False,2019-09,False,False,False,False
AB-10060,2020-02,,False,2019-09,False,False,False,False
AB-10060,2020-03,3.0,True,2019-09,False,False,True,False
AB-10060,2020-04,,False,2019-09,True,False,False,True
AB-10060,2020-05,,False,2019-09,False,False,False,False
AB-10060,2020-06,,False,2019-09,False,False,False,False
AB-10060,2020-07,,False,2019-09,False,False,False,False
AB-10060,2020-08,1.0,True,2019-09,False,False,True,False
AB-10060,2020-09,5.0,True,2019-09,True,False,True,False
AB-10060,2020-10,,False,2019-09,True,False,False,True
AB-10060,2020-11,,False,2019-09,False,False,False,False
AB-10060,2020-12,,False,2019-09,False,False,False,False
AB-10060,2021-01,,False,2019-09,False,False,False,False
AB-10060,2021-02,,False,2019-09,False,False,False,False
AB-10060,2021-03,,False,2019-09,False,False,False,False
AB-10060,2021-04,,False,2019-09,False,False,False,False
AB-10060,2021-05,1.0,True,2019-09,False,False,True,False
AB-10060,2021-06,,False,2019-09,True,False,False,True
AB-10060,2021-07,,False,2019-09,False,False,False,False
AB-10060,2021-08,,False,2019-09,False,False,False,False
AB-10060,2021-09,1.0,True,2019-09,False,False,True,False
AB-10060,2021-10,,False,2019-09,True,False,False,True
AB-10060,2021-11,6.0,True,2019-09,False,False,True,False
AB-10060,2021-12,,False,2019-09,True,False,False,True
AB-10105,2018-12,2.0,True,2018-12,False,True,True,False
AB-10105,2019-01,,False,2018-12,True,False,False,True
AB-10105,2019-02,,False,2018-12,False,False,False,False
AB-10105,2019-03,,False,2018-12,False,False,False,False
AB-10105,2019-04,,False,2018-12,False,False,False,False
AB-10105,2019-05,,False,2018-12,False,False,False,False
AB-10105,2019-06,,False,2018-12,False,False,False,False
AB-10105,2019-07,,False,2018-12,False,False,False,False
AB-10105,2019-08,,False,2018-12,False,False,False,False
AB-10105,2019-09,,False,2018-12,False,False,False,False
AB-10105,2019-10,,False,2018-12,False,False,False,False
AB-10105,2019-11,6.0,True,2018-12,False,False,True,False
AB-10105,2019-12,,False,2018-12,True,False,False,True
AB-10105,2020-01,,False,2018-12,False,False,False,False
AB-10105,2020-02,1.0,True,2018-12,False,False,True,False
AB-10105,2020-03,,False,2018-12,True,False,False,True
AB-10105,2020-04,,False,2018-12,False,False,False,False
AB-10105,2020-05,,False,2018-12,False,False,False,False
AB-10105,2020-06,,False,2018-12,False,False,False,False
AB-10105,2020-07,,False,2018-12,False,False,False,False
AB-10105,2020-08,,False,2018-12,False,False,False,False
AB-10105,2020-09,1.0,True,2018-12,False,False,True,False
AB-10105,2020-10,,False,2018-12,True,False,False,True
AB-10105,2020-11,,False,2018-12,False,False,False,False
AB-10105,2020-12,1.0,True,2018-12,False,False,True,False
AB-10105,2021-01,,False,2018-12,True,False,False,True
AB-10105,2021-02,,False,2018-12,False,False,False,False
AB-10105,2021-03,,False,2018-12,False,False,False,False
AB-10105,2021-04,,False,2018-12,False,False,False,False
AB-10105,2021-05,1.0,True,2018-12,False,False,True,False
AB-10105,2021-06,1.0,True,2018-12,True,False,True,False
AB-10105,2021-07,,False,2018-12,True,False,False,True
AB-10105,2021-08,1.0,True,2018-12,False,False,True,False
AB-10105,2021-09,4.0,True,2018-12,True,False,True,False
AB-10105,2021-10,,False,2018-12,True,False,False,True
AB-10105,2021-11,2.0,True,2018-12,False,False,True,False
AB-10105,2021-12,,False,2018-12,True,False,False,True
AB-10150,2018-03,5.0,True,2018-03,False,True,True,False
AB-10150,2018-04,,False,2018-03,True,False,False,True
AB-10150,2018-05,,False,2018-03,False,False,False,False
AB-10150,2018-06,,False,2018-03,False,False,False,False
AB-10150,2018-07,,False,2018-03,False,False,False,False
AB-10150,2018-08,,False,2018-03,False,False,False,False
AB-10150,2018-09,,False,2018-03,False,False,False,False
AB-10150,2018-10,,False,2018-03,False,False,False,False
AB-10150,2018-11,,False,2018-03,False,False,False,False
AB-10150,2018-12,,False,2018-03,False,False,False,False
AB-10150,2019-01,,False,2018-03,False,False,False,False
AB-10150,2019-02,,False,2018-03,False,False,False,False
AB-10150,2019-03,,False,2018-03,False,False,False,False
AB-10150,2019-04,,False,2018-03,False,False,False,False
AB-10150,2019-05,,False,2018-03,False,False,False,False
AB-10150,2019-06,,False,2018-03,False,False,False,False
AB-10150,2019-07,,False,2018-03,False,False,False,False
AB-10150,2019-08,,False,2018-03,False,False,False,False
AB-10150,2019-09,1.0,True,2018-03,False,False,True,False
AB-10150,2019-10,,False,2018-03,True,False,False,True
AB-10150,2019-11,,False,2018-03,False,False,False,False
AB-10150,2019-12,,False,2018-03,False,False,False,False
AB-10150,2020-01,1.0,True,2018-03,False,False,True,False
AB-10150,2020-02,,False,2018-03,True,False,False,True
AB-10150,2020-03,,False,2018-03,False,False,False,False
AB-10150,2020-04,,False,2018-03,False,False,False,False
AB-10150,2020-05,,False,2018-03,False,False,False,False
AB-10150,2020-06,,False,2018-03,False,False,False,False
AB-10150,2020-07,,False,2018-03,False,False,False,False
AB-10150,2020-08,,False,2018-03,False,False,False,False
AB-10150,2020-09,,False,2018-03,False,False,False,False
AB-10150,2020-10,,False,2018-03,False,False,False,False
AB-10150,2020-11,,False,2018-03,False,False,False,False
AB-10150,2020-12,,False,2018-03,False,False,False,False
AB-10150,2021-01,,False,2018-03,False,False,False,False
AB-10150,2021-02,,False,2018-03,False,False,False,False
AB-10150,2021-03,,False,2018-03,False,False,False,False
AB-10150,2021-04,,False,2018-03,False,False,False,False
AB-10150,2021-05,,False,2018-03,False,False,False,False
AB-10150,2021-06,,False,2018-03,False,False,False,False
AB-10150,2021-07,,False,2018-03,False,False,False,False
AB-10150,2021-08,,False,2018-03,False,False,False,False
AB-10150,2021-09,1.0,True,2018-03,False,False,True,False
AB-10150,2021-10,,False,2018-03,True,False,False,True
AB-10150,2021-11,4.0,True,2018-03,False,False,True,False
AB-10150,2021-12,,False,2018-03,True,False,False,True
AB-10165,2018-11,1.0,True,2018-11,False,True,True,False
AB-10165,2018-12,,False,2018-11,True,False,False,True
AB-10165,2019-01,,False,2018-11,False,False,False,False
AB-10165,2019-02,,False,2018-11,False,False,False,False
AB-10165,2019-03,2.0,True,2018-11,False,False,True,False
AB-10165,2019-04,,False,2018-11,True,False,False,True
AB-10165,2019-05,1.0,True,2018-11,False,False,True,False
AB-10165,2019-06,3.0,True,2018-11,True,False,True,False
AB-10165,2019-07,,False,2018-11,True,False,False,True
AB-10165,2019-08,,False,2018-11,False,False,False,False
AB-10165,2019-09,,False,2018-11,False,False,False,False
AB-10165,2019-10,,False,2018-11,False,False,False,False
AB-10165,2019-11,,False,2018-11,False,False,False,False
AB-10165,2019-12,,False,2018-11,False,False,False,False
AB-10165,2020-01,,False,2018-11,False,False,False,False
AB-10165,2020-02,,False,2018-11,False,False,False,False
AB-10165,2020-03,,False,2018-11,False,False,False,False
AB-10165,2020-04,,False,2018-11,False,False,False,False
AB-10165,2020-05,,False,2018-11,False,False,False,False
AB-10165,2020-06,,False,2018-11,False,False,False,False
AB-10165,2020-07,,False,2018-11,False,False,False,False
AB-10165,2020-08,,False,2018-11,False,False,False,False
AB-10165,2020-09,,False,2018-11,False,False,False,False
AB-10165,2020-10,,False,2018-11,False,False,False,False
AB-10165,2020-11,,False,2018-11,False,False,False,False
AB-10165,2020-12,,False,2018-11,False,False,False,False
AB-10165,2021-01,,False,2018-11,False,False,False,False
AB-10165,2021-02,,False,2018-11,False,False,False,False
AB-10165,2021-03,1.0,True,2018-11,False,False,True,False
AB-10165,2021-04,3.0,True,2018-11,True,False,True,False
AB-10165,2021-05,,False,2018-11,True,False,False,True
AB-10165,2021-06,,False,2018-11,False,False,False,False
AB-10165,2021-07,,False,2018-11,False,False,False,False
AB-10165,2021-08,,False,2018-11,False,False,False,False
AB-10165,2021-09,1.0,True,2018-11,False,False,True,False
AB-10165,2021-10,,False,2018-11,True,False,False,True
AB-10165,2021-11,,False,2018-11,False,False,False,False
AB-10165,2021-12,2.0,True,2018-11,False,False,True,False
AB-10255,2018-07,1.0,True,2018-07,False,True,True,False
AB-10255,2018-08,,False,2018-07,True,False,False,True
AB-10255,2018-09,,False,2018-07,False,False,False,False
AB-10255,2018-10,,False,2018-07,False,False,False,False
AB-10255,2018-11,,False,2018-07,False,False,False,False
AB-10255,2018-12,,False,2018-07,False,False,False,False
AB-10255,2019-01,,False,2018-07,False,False,False,False
AB-10255,2019-02,,False,2018-07,False,False,False,False
AB-10255,2019-03,,False,2018-07,False,False,False,False
AB-10255,2019-04,,False,2018-07,False,False,False,False
AB-10255,2019-05,1.0,True,2018-07,False,False,True,False
AB-10255,2019-06,,False,2018-07,True,False,False,True
AB-10255,2019-07,,False,2018-07,False,False,False,False
AB-10255,2019-08,,False,2018-07,False,False,False,False
AB-10255,2019-09,,False,2018-07,False,False,False,False
AB-10255,2019-10,,False,2018-07,False,False,False,False
AB-10255,2019-11,,False,2018-07,False,False,False,False
AB-10255,2019-12,2.0,True,2018-07,False,False,True,False
AB-10255,2020-01,,False,2018-07,True,False,False,True
AB-10255,2020-02,,False,2018-07,False,False,False,False
AB-10255,2020-03,,False,2018-07,False,False,False,False
AB-10255,2020-04,,False,2018-07,False,False,False,False
AB-10255,2020-05,,False,2018-07,False,False,False,False
AB-10255,2020-06,1.0,True,2018-07,False,False,True,False
AB-10255,2020-07,,False,2018-07,True,False,False,True
AB-10255,2020-08,,False,2018-07,False,False,False,False
AB-10255,2020-09,,False,2018-07,False,False,False,False
AB-10255,2020-10,1.0,True,2018-07,False,False,True,False
AB-10255,2020-11,,False,2018-07,True,False,False,True
AB-10255,2020-12,2.0,True,2018-07,False,False,True,False
AB-10255,2021-01,,False,2018-07,True,False,False,True
AB-10255,2021-02,,False,2018-07,False,False,False,False
AB-10255,2021-03,,False,2018-07,False,False,False,False
AB-10255,2021-04,,False,2018-07,False,False,False,False
AB-10255,2021-05,,False,2018-07,False,False,False,False
AB-10255,2021-06,5.0,True,2018-07,False,False,True,False
AB-10255,2021-07,1.0,True,2018-07,True,False,True,False
AB-10255,2021-08,,False,2018-07,True,False,False,True
AB-10255,2021-09,,False,2018-07,False,False,False,False
AB-10255,2021-10,,False,2018-07,False,False,False,False
AB-10255,2021-11,,False,2018-07,False,False,False,False
AB-10255,2021-12,,False,2018-07,False,False,False,False
AB-10600,2018-11,1.0,True,2018-11,False,True,True,False
AB-10600,2018-12,,False,2018-11,True,False,False,True
AB-10600,2019-01,,False,2018-11,False,False,False,False
AB-10600,2019-02,1.0,True,2018-11,False,False,True,False
AB-10600,2019-03,,False,2018-11,True,False,False,True
AB-10600,2019-04,,False,2018-11,False,False,False,False
AB-10600,2019-05,,False,2018-11,False,False,False,False
AB-10600,2019-06,,False,2018-11,False,False,False,False
AB-10600,2019-07,,False,2018-11,False,False,False,False
AB-10600,2019-08,,False,2018-11,False,False,False,False
AB-10600,2019-09,,False,2018-11,False,False,False,False
AB-10600,2019-10,,False,2018-11,False,False,False,False
AB-10600,2019-11,1.0,True,2018-11,False,False,True,False
AB-10600,2019-12,,False,2018-11,True,False,False,True
AB-10600,2020-01,,False,2018-11,False,False,False,False
AB-10600,2020-02,,False,2018-11,False,False,False,False
AB-10600,2020-03,,False,2018-11,False,False,False,False
AB-10600,2020-04,,False,2018-11,False,False,False,False
AB-10600,2020-05,,False,2018-11,False,False,False,False
AB-10600,2020-06,,False,2018-11,False,False,False,False
AB-10600,2020-07,,False,2018-11,False,False,False,False
AB-10600,2020-08,,False,2018-11,False,False,False,False
AB-10600,2020-09,,False,2018-11,False,False,False,False
AB-10600,2020-10,,False,2018-11,False,False,False,False
AB-10600,2020-11,,False,2018-11,False,False,False,False
AB-10600,2020-12,,False,2018-11,False,False,False,False
AB-10600,2021-01,,False,2018-11,False,False,False,False
AB-10600,2021-02,,False,2018-11,False,False,False,False
AB-10600,2021-03,,False,2018-11,False,False,False,False
AB-10600,2021-04,,False,2018-11,False,False,False,False
AB-10600,2021-05,,False,2018-11,False,False,False,False
AB-10600,2021-06,,False,2018-11,False,False,False,False
AB-10600,2021-07,,False,2018-11,False,False,False,False
AB-10600,2021-08,,False,2018-11,False,False,False,False
AB-10600,2021-09,,False,2018-11,False,False,False,False
AB-10600,2021-10,,False,2018-11,False,False,False,False
AB-10600,2021-11,5.0,True,2018-11,False,False,True,False
AB-10600,2021-12,,False,2018-11,True,False,False,True
AC-10420,2018-07,2.0,True,2018-07,False,True,True,False
AC-10420,2018-08,,False,2018-07,True,False,False,True
AC-10420,2018-09,,False,2018-07,False,False,False,False
AC-10420,2018-10,,False,2018-07,False,False,False,False
AC-10420,2018-11,,False,2018-07,False,False,False,False
AC-10420,2018-12,,False,2018-07,False,False,False,False
AC-10420,2019-01,,False,2018-07,False,False,False,False
AC-10420,2019-02,,False,2018-07,False,False,False,False
AC-10420,2019-03,,False,2018-07,False,False,False,False
AC-10420,2019-04,,False,2018-07,False,False,False,False
AC-10420,2019-05,,False,2018-07,False,False,False,False
AC-10420,2019-06,,False,2018-07,False,False,False,False
AC-10420,2019-07,,False,2018-07,False,False,False,False
AC-10420,2019-08,,False,2018-07,False,False,False,False
AC-10420,2019-09,,False,2018-07,False,False,False,False
AC-10420,2019-10,,False,2018-07,False,False,False,False
AC-10420,2019-11,,False,2018-07,False,False,False,False
AC-10420,2019-12,,False,2018-07,False,False,False,False
AC-10420,2020-01,,False,2018-07,False,False,False,False
AC-10420,2020-02,1.0,True,2018-07,False,False,True,False
AC-10420,2020-03,,False,2018-07,True,False,False,True
AC-10420,2020-04,,False,2018-07,False,False,False,False
AC-10420,2020-05,,False,2018-07,False,False,False,False
AC-10420,2020-06,,False,2018-07,False,False,False,False
AC-10420,2020-07,,False,2018-07,False,False,False,False
AC-10420,2020-08,,False,2018-07,False,False,False,False
AC-10420,2020-09,,False,2018-07,False,False,False,False
AC-10420,2020-10,,False,2018-07,False,False,False,False
AC-10420,2020-11,,False,2018-07,False,False,False,False
AC-10420,2020-12,,False,2018-07,False,False,False,False
AC-10420,2021-01,,False,2018-07,False,False,False,False
AC-10420,2021-02,,False,2018-07,False,False,False,False
AC-10420,2021-03,,False,2018-07,False,False,False,False
AC-10420,2021-04,,False,2018-07,False,False,False,False
AC-10420,2021-05,2.0,True,2018-07,False,False,True,False
AC-10420,2021-06,,False,2018-07,True,False,False,True
AC-10420,2021-07,,False,2018-07,False,False,False,False
AC-10420,2021-08,,False,2018-07,False,False,False,False
AC-10420,2021-09,,False,2018-07,False,False,False,False
AC-10420,2021-10,,False,2018-07,False,False,False,False
AC-10420,2021-11,,False,2018-07,False,False,False,False
AC-10420,2021-12,,False,2018-07,False,False,False,False
AC-10450,2018-10,1.0,True,2018-10,False,True,True,False
AC-10450,2018-11,,False,2018-10,True,False,False,True
AC-10450,2018-12,,False,2018-10,False,False,False,False
AC-10450,2019-01,,False,2018-10,False,False,False,False
AC-10450,2019-02,,False,2018-10,False,False,False,False
AC-10450,2019-03,,False,2018-10,False,False,False,False
AC-10450,2019-04,,False,2018-10,False,False,False,False
AC-10450,2019-05,,False,2018-10,False,False,False,False
AC-10450,2019-06,1.0,True,2018-10,False,False,True,False
